alert_id,account_id,alert_type,risk_level,description,metric_value,threshold_value,baseline_value,time_period,timestamp
VEL-006820,RNG824012,HIGH_DAILY_AMOUNT,medium,"High daily amount: $97,650.38 (threshold: $50,000.00)",97650.38,50000.0,86014.63165048545,daily,2024-09-21 00:00:00
VEL-006821,RNG824012,HIGH_DAILY_AMOUNT,medium,"High daily amount: $50,156.19 (threshold: $50,000.00)",50156.19,50000.0,86014.63165048545,daily,2024-09-22 00:00:00
VEL-006822,RNG824012,HIGH_DAILY_AMOUNT,high,"High daily amount: $127,908.00 (threshold: $50,000.00)",127908.0,50000.0,86014.63165048545,daily,2024-09-28 00:00:00
VEL-006823,RNG824012,HIGH_DAILY_AMOUNT,high,"High daily amount: $147,853.39 (threshold: $50,000.00)",147853.39,50000.0,86014.63165048545,daily,2024-10-10 00:00:00
VEL-006824,RNG824012,HIGH_DAILY_AMOUNT,medium,"High daily amount: $71,561.68 (threshold: $50,000.00)",71561.68,50000.0,86014.63165048545,daily,2024-10-12 00:00:00
VEL-006825,RNG824012,HIGH_DAILY_AMOUNT,high,"High daily amount: $124,876.23 (threshold: $50,000.00)",124876.23,50000.0,86014.63165048545,daily,2024-10-15 00:00:00
VEL-006826,RNG824012,HIGH_DAILY_AMOUNT,medium,"High daily amount: $50,843.72 (threshold: $50,000.00)",50843.72,50000.0,86014.63165048545,daily,2024-10-16 00:00:00
VEL-006827,RNG824012,HIGH_DAILY_AMOUNT,high,"High daily amount: $119,940.96 (threshold: $50,000.00)",119940.96,50000.0,86014.63165048545,daily,2024-10-26 00:00:00
VEL-006828,RNG824012,HIGH_DAILY_AMOUNT,high,"High daily amount: $140,160.27 (threshold: $50,000.00)",140160.27,50000.0,86014.63165048545,daily,2024-10-28 00:00:00
VEL-006829,RNG824012,HIGH_DAILY_AMOUNT,high,"High daily amount: $123,644.60 (threshold: $50,000.00)",123644.6,50000.0,86014.63165048545,daily,2024-11-03 00:00:00
VEL-006830,RNG824012,HIGH_DAILY_AMOUNT,medium,"High daily amount: $73,667.60 (threshold: $50,000.00)",73667.6,50000.0,86014.63165048545,daily,2024-11-04 00:00:00
VEL-006831,RNG824012,HIGH_DAILY_AMOUNT,medium,"High daily amount: $91,055.30 (threshold: $50,000.00)",91055.3,50000.0,86014.63165048545,daily,2024-11-05 00:00:00
VEL-006832,RNG824012,HIGH_DAILY_AMOUNT,high,"High daily amount: $122,061.81 (threshold: $50,000.00)",122061.81,50000.0,86014.63165048545,daily,2024-11-17 00:00:00
VEL-006833,RNG824012,HIGH_DAILY_AMOUNT,high,"High daily amount: $126,815.70 (threshold: $50,000.00)",126815.7,50000.0,86014.63165048545,daily,2024-11-19 00:00:00
VEL-006834,RNG824012,HIGH_DAILY_AMOUNT,medium,"High daily amount: $96,081.71 (threshold: $50,000.00)",96081.71,50000.0,86014.63165048545,daily,2024-11-20 00:00:00
VEL-006835,RNG824012,HIGH_DAILY_AMOUNT,high,"High daily amount: $125,504.92 (threshold: $50,000.00)",125504.92,50000.0,86014.63165048545,daily,2024-11-22 00:00:00
VEL-006836,RNG824012,HIGH_DAILY_AMOUNT,medium,"High daily amount: $96,188.90 (threshold: $50,000.00)",96188.9,50000.0,86014.63165048545,daily,2024-11-27 00:00:00
VEL-006837,RNG824012,HIGH_DAILY_AMOUNT,medium,"High daily amount: $74,784.03 (threshold: $50,000.00)",74784.03,50000.0,86014.63165048545,daily,2024-12-03 00:00:00
VEL-006838,RNG824012,HIGH_DAILY_AMOUNT,high,"High daily amount: $120,655.86 (threshold: $50,000.00)",120655.86000000002,50000.0,86014.63165048545,daily,2024-12-04 00:00:00
VEL-006839,RNG824012,HIGH_DAILY_AMOUNT,medium,"High daily amount: $78,139.04 (threshold: $50,000.00)",78139.04,50000.0,86014.63165048545,daily,2024-12-09 00:00:00
VEL-006840,RNG824012,HIGH_DAILY_AMOUNT,medium,"High daily amount: $58,475.64 (threshold: $50,000.00)",58475.64,50000.0,86014.63165048545,daily,2024-12-12 00:00:00
VEL-006841,RNG824012,HIGH_DAILY_AMOUNT,high,"High daily amount: $148,361.96 (threshold: $50,000.00)",148361.96,50000.0,86014.63165048545,daily,2024-12-14 00:00:00
VEL-006842,RNG824012,HIGH_DAILY_AMOUNT,medium,"High daily amount: $82,123.66 (threshold: $50,000.00)",82123.66,50000.0,86014.63165048545,daily,2024-12-19 00:00:00
VEL-006843,RNG824012,HIGH_DAILY_AMOUNT,medium,"High daily amount: $65,255.04 (threshold: $50,000.00)",65255.04,50000.0,86014.63165048545,daily,2024-12-21 00:00:00
VEL-006844,RNG824012,HIGH_DAILY_AMOUNT,high,"High daily amount: $128,155.57 (threshold: $50,000.00)",128155.57,50000.0,86014.63165048545,daily,2024-12-23 00:00:00
VEL-006845,RNG824012,HIGH_DAILY_AMOUNT,high,"High daily amount: $141,614.13 (threshold: $50,000.00)",141614.13,50000.0,86014.63165048545,daily,2024-12-29 00:00:00
VEL-006846,NRM830429,HIGH_DAILY_AMOUNT,medium,"High daily amount: $98,570.87 (threshold: $50,000.00)",98570.87,50000.0,25164.46780487805,daily,2024-01-01 00:00:00
VEL-006847,NRM830429,HIGH_DAILY_AMOUNT,critical,"High daily amount: $155,454.87 (threshold: $50,000.00)",155454.87,50000.0,25164.46780487805,daily,2024-01-25 00:00:00
VEL-006848,NRM830429,HIGH_DAILY_AMOUNT,critical,"High daily amount: $187,125.22 (threshold: $50,000.00)",187125.22,50000.0,25164.46780487805,daily,2024-02-26 00:00:00
VEL-006849,NRM830429,HIGH_DAILY_AMOUNT,critical,"High daily amount: $174,206.32 (threshold: $50,000.00)",174206.32,50000.0,25164.46780487805,daily,2024-06-24 00:00:00
VEL-006850,NRM830429,HIGH_DAILY_AMOUNT,high,"High daily amount: $139,878.06 (threshold: $50,000.00)",139878.06,50000.0,25164.46780487805,daily,2024-07-11 00:00:00
VEL-006851,NRM830429,HIGH_DAILY_AMOUNT,medium,"High daily amount: $86,846.78 (threshold: $50,000.00)",86846.78,50000.0,25164.46780487805,daily,2024-09-23 00:00:00
VEL-006852,NRM322955,HIGH_DAILY_AMOUNT,high,"High daily amount: $118,367.12 (threshold: $50,000.00)",118367.12,50000.0,20183.168979591836,daily,2024-02-09 00:00:00
VEL-006853,NRM322955,HIGH_DAILY_AMOUNT,high,"High daily amount: $143,638.79 (threshold: $50,000.00)",143638.79,50000.0,20183.168979591836,daily,2024-07-08 00:00:00
VEL-006854,NRM322955,HIGH_DAILY_AMOUNT,medium,"High daily amount: $98,509.99 (threshold: $50,000.00)",98509.99,50000.0,20183.168979591836,daily,2024-08-19 00:00:00
VEL-006855,NRM322955,HIGH_DAILY_AMOUNT,critical,"High daily amount: $238,160.20 (threshold: $50,000.00)",238160.2,50000.0,20183.168979591836,daily,2024-11-03 00:00:00
VEL-006856,NRM322955,HIGH_DAILY_AMOUNT,high,"High daily amount: $103,363.42 (threshold: $50,000.00)",103363.42,50000.0,20183.168979591836,daily,2024-11-09 00:00:00
VEL-006857,HRK519066,HIGH_DAILY_AMOUNT,critical,"High daily amount: $184,565.19 (threshold: $50,000.00)",184565.19,50000.0,24866.4078125,daily,2024-03-11 00:00:00
VEL-006858,HRK519066,HIGH_DAILY_AMOUNT,critical,"High daily amount: $170,041.17 (threshold: $50,000.00)",170041.16999999998,50000.0,24866.4078125,daily,2024-04-01 00:00:00
VEL-006859,HRK519066,HIGH_DAILY_AMOUNT,medium,"High daily amount: $97,329.53 (threshold: $50,000.00)",97329.53,50000.0,24866.4078125,daily,2024-06-16 00:00:00
VEL-006860,HRK519066,HIGH_DAILY_AMOUNT,critical,"High daily amount: $192,397.79 (threshold: $50,000.00)",192397.79,50000.0,24866.4078125,daily,2024-12-08 00:00:00
VEL-006861,MUL919182,HIGH_DAILY_AMOUNT,critical,"High daily amount: $189,970.02 (threshold: $50,000.00)",189970.02,50000.0,36936.21425925926,daily,2024-01-14 00:00:00
VEL-006862,MUL919182,HIGH_DAILY_AMOUNT,high,"High daily amount: $115,740.49 (threshold: $50,000.00)",115740.49,50000.0,36936.21425925926,daily,2024-01-16 00:00:00
VEL-006863,MUL919182,HIGH_DAILY_AMOUNT,critical,"High daily amount: $190,284.73 (threshold: $50,000.00)",190284.73,50000.0,36936.21425925926,daily,2024-02-27 00:00:00
VEL-006864,MUL919182,HIGH_DAILY_AMOUNT,critical,"High daily amount: $286,203.39 (threshold: $50,000.00)",286203.39,50000.0,36936.21425925926,daily,2024-03-22 00:00:00
VEL-006865,MUL919182,HIGH_DAILY_AMOUNT,medium,"High daily amount: $77,259.02 (threshold: $50,000.00)",77259.02,50000.0,36936.21425925926,daily,2024-08-20 00:00:00
VEL-006866,MUL919182,HIGH_DAILY_AMOUNT,high,"High daily amount: $145,742.01 (threshold: $50,000.00)",145742.01,50000.0,36936.21425925926,daily,2024-10-31 00:00:00
VEL-006867,MUL919182,HIGH_DAILY_AMOUNT,critical,"High daily amount: $324,851.33 (threshold: $50,000.00)",324851.33,50000.0,36936.21425925926,daily,2024-11-01 00:00:00
VEL-006868,MUL919182,HIGH_DAILY_AMOUNT,critical,"High daily amount: $173,374.04 (threshold: $50,000.00)",173374.03999999998,50000.0,36936.21425925926,daily,2024-11-30 00:00:00
VEL-006869,MUL706794,HIGH_DAILY_AMOUNT,critical,"High daily amount: $283,047.41 (threshold: $50,000.00)",283047.41000000003,50000.0,18861.899090909094,daily,2024-10-04 00:00:00
VEL-006870,MUL706794,HIGH_DAILY_AMOUNT,medium,"High daily amount: $76,246.95 (threshold: $50,000.00)",76246.95,50000.0,18861.899090909094,daily,2024-11-21 00:00:00
VEL-006871,NRM145561,HIGH_DAILY_AMOUNT,critical,"High daily amount: $181,108.36 (threshold: $50,000.00)",181108.36,50000.0,63863.33704545454,daily,2024-01-24 00:00:00
VEL-006872,NRM145561,HIGH_DAILY_AMOUNT,critical,"High daily amount: $374,153.91 (threshold: $50,000.00)",374153.91000000003,50000.0,63863.33704545454,daily,2024-02-07 00:00:00
VEL-006873,NRM145561,HIGH_DAILY_AMOUNT,critical,"High daily amount: $325,094.96 (threshold: $50,000.00)",325094.96,50000.0,63863.33704545454,daily,2024-03-26 00:00:00
VEL-006874,NRM145561,HIGH_DAILY_AMOUNT,critical,"High daily amount: $341,681.31 (threshold: $50,000.00)",341681.31,50000.0,63863.33704545454,daily,2024-04-24 00:00:00
VEL-006875,NRM145561,HIGH_DAILY_AMOUNT,critical,"High daily amount: $359,485.12 (threshold: $50,000.00)",359485.12,50000.0,63863.33704545454,daily,2024-05-13 00:00:00
VEL-006876,NRM145561,HIGH_DAILY_AMOUNT,high,"High daily amount: $137,519.74 (threshold: $50,000.00)",137519.74,50000.0,63863.33704545454,daily,2024-07-06 00:00:00
VEL-006877,NRM145561,HIGH_DAILY_AMOUNT,medium,"High daily amount: $88,404.81 (threshold: $50,000.00)",88404.81,50000.0,63863.33704545454,daily,2024-07-23 00:00:00
VEL-006878,NRM145561,HIGH_DAILY_AMOUNT,high,"High daily amount: $101,565.51 (threshold: $50,000.00)",101565.51,50000.0,63863.33704545454,daily,2024-08-07 00:00:00
VEL-006879,NRM145561,HIGH_DAILY_AMOUNT,critical,"High daily amount: $294,422.76 (threshold: $50,000.00)",294422.76,50000.0,63863.33704545454,daily,2024-08-08 00:00:00
VEL-006880,NRM145561,HIGH_DAILY_AMOUNT,critical,"High daily amount: $292,786.14 (threshold: $50,000.00)",292786.14,50000.0,63863.33704545454,daily,2024-08-26 00:00:00
VEL-006881,NRM145561,HIGH_DAILY_AMOUNT,critical,"High daily amount: $209,599.24 (threshold: $50,000.00)",209599.24,50000.0,63863.33704545454,daily,2024-09-17 00:00:00
VEL-006882,NRM233470,HIGH_DAILY_AMOUNT,high,"High daily amount: $112,709.18 (threshold: $50,000.00)",112709.18000000001,50000.0,7820.477674418603,daily,2024-08-22 00:00:00
VEL-006883,NRM201639,HIGH_DAILY_AMOUNT,critical,"High daily amount: $248,951.95 (threshold: $50,000.00)",248951.95,50000.0,29094.385531914897,daily,2024-01-13 00:00:00
VEL-006884,NRM201639,HIGH_DAILY_AMOUNT,medium,"High daily amount: $87,710.99 (threshold: $50,000.00)",87710.99,50000.0,29094.385531914897,daily,2024-01-31 00:00:00
VEL-006885,NRM201639,HIGH_DAILY_AMOUNT,high,"High daily amount: $113,057.45 (threshold: $50,000.00)",113057.45000000001,50000.0,29094.385531914897,daily,2024-06-26 00:00:00
VEL-006886,NRM201639,HIGH_DAILY_AMOUNT,high,"High daily amount: $136,180.01 (threshold: $50,000.00)",136180.01,50000.0,29094.385531914897,daily,2024-07-27 00:00:00
VEL-006887,NRM201639,HIGH_DAILY_AMOUNT,high,"High daily amount: $133,456.41 (threshold: $50,000.00)",133456.41,50000.0,29094.385531914897,daily,2024-07-28 00:00:00
VEL-006888,NRM201639,HIGH_DAILY_AMOUNT,critical,"High daily amount: $374,882.19 (threshold: $50,000.00)",374882.19,50000.0,29094.385531914897,daily,2024-11-07 00:00:00
VEL-006889,NRM201639,HIGH_DAILY_AMOUNT,high,"High daily amount: $130,045.79 (threshold: $50,000.00)",130045.79,50000.0,29094.385531914897,daily,2024-11-22 00:00:00
VEL-006890,NRM671858,HIGH_DAILY_AMOUNT,medium,"High daily amount: $56,037.92 (threshold: $50,000.00)",56037.92,50000.0,31198.780681818185,daily,2024-01-03 00:00:00
VEL-006891,NRM671858,HIGH_DAILY_AMOUNT,critical,"High daily amount: $183,166.14 (threshold: $50,000.00)",183166.13999999998,50000.0,31198.780681818185,daily,2024-04-26 00:00:00
VEL-006892,NRM671858,HIGH_DAILY_AMOUNT,high,"High daily amount: $129,512.70 (threshold: $50,000.00)",129512.7,50000.0,31198.780681818185,daily,2024-05-14 00:00:00
VEL-006893,NRM671858,HIGH_DAILY_AMOUNT,critical,"High daily amount: $170,908.29 (threshold: $50,000.00)",170908.29,50000.0,31198.780681818185,daily,2024-06-15 00:00:00
VEL-006894,NRM671858,HIGH_DAILY_AMOUNT,critical,"High daily amount: $167,420.36 (threshold: $50,000.00)",167420.36,50000.0,31198.780681818185,daily,2024-06-16 00:00:00
VEL-006895,NRM671858,HIGH_DAILY_AMOUNT,medium,"High daily amount: $70,176.33 (threshold: $50,000.00)",70176.33,50000.0,31198.780681818185,daily,2024-10-16 00:00:00
VEL-006896,NRM671858,HIGH_DAILY_AMOUNT,medium,"High daily amount: $71,669.44 (threshold: $50,000.00)",71669.44,50000.0,31198.780681818185,daily,2024-10-17 00:00:00
VEL-006897,NRM671858,HIGH_DAILY_AMOUNT,critical,"High daily amount: $305,215.63 (threshold: $50,000.00)",305215.63,50000.0,31198.780681818185,daily,2024-11-26 00:00:00
VEL-006898,HRK588557,HIGH_DAILY_AMOUNT,high,"High daily amount: $147,112.12 (threshold: $50,000.00)",147112.12,50000.0,15018.131190476191,daily,2024-07-17 00:00:00
VEL-006899,HRK588557,HIGH_DAILY_AMOUNT,medium,"High daily amount: $77,317.80 (threshold: $50,000.00)",77317.8,50000.0,15018.131190476191,daily,2024-09-11 00:00:00
VEL-006900,HRK588557,HIGH_DAILY_AMOUNT,medium,"High daily amount: $88,568.76 (threshold: $50,000.00)",88568.76,50000.0,15018.131190476191,daily,2024-10-15 00:00:00
VEL-006901,HRK588557,HIGH_DAILY_AMOUNT,critical,"High daily amount: $175,170.24 (threshold: $50,000.00)",175170.24,50000.0,15018.131190476191,daily,2024-10-30 00:00:00
VEL-006902,MUL720859,HIGH_DAILY_AMOUNT,critical,"High daily amount: $235,613.52 (threshold: $50,000.00)",235613.52,50000.0,39782.91375,daily,2024-01-16 00:00:00
VEL-006903,MUL720859,HIGH_DAILY_AMOUNT,medium,"High daily amount: $89,832.13 (threshold: $50,000.00)",89832.13,50000.0,39782.91375,daily,2024-01-20 00:00:00
VEL-006904,MUL720859,HIGH_DAILY_AMOUNT,critical,"High daily amount: $344,055.16 (threshold: $50,000.00)",344055.16000000003,50000.0,39782.91375,daily,2024-02-10 00:00:00
VEL-006905,MUL720859,HIGH_DAILY_AMOUNT,high,"High daily amount: $106,994.48 (threshold: $50,000.00)",106994.48,50000.0,39782.91375,daily,2024-04-09 00:00:00
VEL-006906,MUL720859,HIGH_DAILY_AMOUNT,critical,"High daily amount: $363,853.83 (threshold: $50,000.00)",363853.83,50000.0,39782.91375,daily,2024-04-19 00:00:00
VEL-006907,MUL720859,HIGH_DAILY_AMOUNT,medium,"High daily amount: $52,753.03 (threshold: $50,000.00)",52753.03,50000.0,39782.91375,daily,2024-08-31 00:00:00
VEL-006908,MUL720859,HIGH_DAILY_AMOUNT,critical,"High daily amount: $248,303.29 (threshold: $50,000.00)",248303.28999999998,50000.0,39782.91375,daily,2024-09-29 00:00:00
VEL-006909,MUL720859,HIGH_DAILY_AMOUNT,critical,"High daily amount: $289,288.99 (threshold: $50,000.00)",289288.99,50000.0,39782.91375,daily,2024-12-21 00:00:00
VEL-006910,NRM786508,HIGH_DAILY_AMOUNT,critical,"High daily amount: $271,172.33 (threshold: $50,000.00)",271172.32999999996,50000.0,19994.0425,daily,2024-03-16 00:00:00
VEL-006911,NRM786508,HIGH_DAILY_AMOUNT,high,"High daily amount: $119,673.79 (threshold: $50,000.00)",119673.79,50000.0,19994.0425,daily,2024-06-05 00:00:00
VEL-006912,NRM786508,HIGH_DAILY_AMOUNT,high,"High daily amount: $139,764.45 (threshold: $50,000.00)",139764.45,50000.0,19994.0425,daily,2024-10-15 00:00:00
VEL-006913,NRM786508,HIGH_DAILY_AMOUNT,medium,"High daily amount: $58,464.88 (threshold: $50,000.00)",58464.88,50000.0,19994.0425,daily,2024-11-15 00:00:00
VEL-006914,NRM786508,HIGH_DAILY_AMOUNT,medium,"High daily amount: $90,117.11 (threshold: $50,000.00)",90117.11,50000.0,19994.0425,daily,2024-11-21 00:00:00
VEL-006915,HRK883826,HIGH_DAILY_AMOUNT,critical,"High daily amount: $191,342.20 (threshold: $50,000.00)",191342.2,50000.0,22990.150800000007,daily,2024-01-26 00:00:00
VEL-006916,HRK883826,HIGH_DAILY_AMOUNT,high,"High daily amount: $143,133.53 (threshold: $50,000.00)",143133.53,50000.0,22990.150800000007,daily,2024-02-18 00:00:00
VEL-006917,HRK883826,HIGH_DAILY_AMOUNT,critical,"High daily amount: $173,463.44 (threshold: $50,000.00)",173463.44,50000.0,22990.150800000007,daily,2024-04-13 00:00:00
VEL-006918,HRK883826,HIGH_DAILY_AMOUNT,critical,"High daily amount: $269,765.42 (threshold: $50,000.00)",269765.42000000004,50000.0,22990.150800000007,daily,2024-05-04 00:00:00
VEL-006919,HRK883826,HIGH_DAILY_AMOUNT,medium,"High daily amount: $58,290.98 (threshold: $50,000.00)",58290.98,50000.0,22990.150800000007,daily,2024-05-18 00:00:00
VEL-006920,NRM430776,HIGH_DAILY_AMOUNT,critical,"High daily amount: $301,884.57 (threshold: $50,000.00)",301884.57,50000.0,35562.167027027026,daily,2024-03-24 00:00:00
VEL-006921,NRM430776,HIGH_DAILY_AMOUNT,critical,"High daily amount: $175,731.34 (threshold: $50,000.00)",175731.34000000003,50000.0,35562.167027027026,daily,2024-05-26 00:00:00
VEL-006922,NRM430776,HIGH_DAILY_AMOUNT,medium,"High daily amount: $91,243.65 (threshold: $50,000.00)",91243.65,50000.0,35562.167027027026,daily,2024-07-13 00:00:00
VEL-006923,NRM430776,HIGH_DAILY_AMOUNT,medium,"High daily amount: $89,418.78 (threshold: $50,000.00)",89418.78,50000.0,35562.167027027026,daily,2024-07-14 00:00:00
VEL-006924,NRM430776,HIGH_DAILY_AMOUNT,critical,"High daily amount: $169,571.54 (threshold: $50,000.00)",169571.54,50000.0,35562.167027027026,daily,2024-07-18 00:00:00
VEL-006925,NRM430776,HIGH_DAILY_AMOUNT,medium,"High daily amount: $97,715.64 (threshold: $50,000.00)",97715.64,50000.0,35562.167027027026,daily,2024-08-03 00:00:00
VEL-006926,NRM430776,HIGH_DAILY_AMOUNT,medium,"High daily amount: $51,698.38 (threshold: $50,000.00)",51698.380000000005,50000.0,35562.167027027026,daily,2024-08-31 00:00:00
VEL-006927,NRM430776,HIGH_DAILY_AMOUNT,critical,"High daily amount: $205,415.42 (threshold: $50,000.00)",205415.41999999998,50000.0,35562.167027027026,daily,2024-10-30 00:00:00
VEL-006928,NRM974224,HIGH_DAILY_AMOUNT,medium,"High daily amount: $97,825.14 (threshold: $50,000.00)",97825.14,50000.0,44463.53257142857,daily,2024-01-10 00:00:00
VEL-006929,NRM974224,HIGH_DAILY_AMOUNT,critical,"High daily amount: $180,518.51 (threshold: $50,000.00)",180518.51,50000.0,44463.53257142857,daily,2024-04-09 00:00:00
VEL-006930,NRM974224,HIGH_DAILY_AMOUNT,medium,"High daily amount: $59,646.91 (threshold: $50,000.00)",59646.91,50000.0,44463.53257142857,daily,2024-04-27 00:00:00
VEL-006931,NRM974224,HIGH_DAILY_AMOUNT,critical,"High daily amount: $275,220.56 (threshold: $50,000.00)",275220.56,50000.0,44463.53257142857,daily,2024-06-09 00:00:00
VEL-006932,NRM974224,HIGH_DAILY_AMOUNT,critical,"High daily amount: $154,309.81 (threshold: $50,000.00)",154309.81,50000.0,44463.53257142857,daily,2024-10-10 00:00:00
VEL-006933,NRM974224,HIGH_DAILY_AMOUNT,critical,"High daily amount: $267,065.88 (threshold: $50,000.00)",267065.88,50000.0,44463.53257142857,daily,2024-11-05 00:00:00
VEL-006934,NRM974224,HIGH_DAILY_AMOUNT,critical,"High daily amount: $273,219.43 (threshold: $50,000.00)",273219.43,50000.0,44463.53257142857,daily,2024-12-15 00:00:00
VEL-006935,RNG824014,HIGH_DAILY_AMOUNT,high,"High daily amount: $105,359.81 (threshold: $50,000.00)",105359.81,50000.0,81840.95852941177,daily,2024-01-01 00:00:00
VEL-006936,RNG824014,HIGH_DAILY_AMOUNT,high,"High daily amount: $135,165.87 (threshold: $50,000.00)",135165.87,50000.0,81840.95852941177,daily,2024-01-02 00:00:00
VEL-006937,RNG824014,HIGH_DAILY_AMOUNT,high,"High daily amount: $147,944.00 (threshold: $50,000.00)",147944.0,50000.0,81840.95852941177,daily,2024-01-03 00:00:00
VEL-006938,RNG824014,HIGH_DAILY_AMOUNT,medium,"High daily amount: $70,910.18 (threshold: $50,000.00)",70910.18,50000.0,81840.95852941177,daily,2024-01-12 00:00:00
VEL-006939,RNG824014,HIGH_DAILY_AMOUNT,medium,"High daily amount: $92,115.91 (threshold: $50,000.00)",92115.91,50000.0,81840.95852941177,daily,2024-01-14 00:00:00
VEL-006940,RNG824014,HIGH_DAILY_AMOUNT,medium,"High daily amount: $52,341.73 (threshold: $50,000.00)",52341.73,50000.0,81840.95852941177,daily,2024-01-15 00:00:00
VEL-006941,RNG824014,HIGH_DAILY_AMOUNT,medium,"High daily amount: $71,324.68 (threshold: $50,000.00)",71324.68,50000.0,81840.95852941177,daily,2024-01-19 00:00:00
VEL-006942,RNG824014,HIGH_DAILY_AMOUNT,high,"High daily amount: $131,689.35 (threshold: $50,000.00)",131689.35,50000.0,81840.95852941177,daily,2024-01-20 00:00:00
VEL-006943,RNG824014,HIGH_DAILY_AMOUNT,high,"High daily amount: $110,242.71 (threshold: $50,000.00)",110242.71,50000.0,81840.95852941177,daily,2024-01-22 00:00:00
VEL-006944,RNG824014,HIGH_DAILY_AMOUNT,medium,"High daily amount: $58,152.83 (threshold: $50,000.00)",58152.83,50000.0,81840.95852941177,daily,2024-01-24 00:00:00
VEL-006945,RNG824014,HIGH_DAILY_AMOUNT,medium,"High daily amount: $54,361.08 (threshold: $50,000.00)",54361.08,50000.0,81840.95852941177,daily,2024-02-01 00:00:00
VEL-006946,RNG824014,HIGH_DAILY_AMOUNT,medium,"High daily amount: $75,251.66 (threshold: $50,000.00)",75251.66,50000.0,81840.95852941177,daily,2024-02-02 00:00:00
VEL-006947,RNG824014,HIGH_DAILY_AMOUNT,medium,"High daily amount: $91,755.79 (threshold: $50,000.00)",91755.79,50000.0,81840.95852941177,daily,2024-02-20 00:00:00
VEL-006948,RNG824014,HIGH_DAILY_AMOUNT,high,"High daily amount: $101,013.81 (threshold: $50,000.00)",101013.81,50000.0,81840.95852941177,daily,2024-02-26 00:00:00
VEL-006949,RNG824014,HIGH_DAILY_AMOUNT,medium,"High daily amount: $95,400.49 (threshold: $50,000.00)",95400.49,50000.0,81840.95852941177,daily,2024-02-29 00:00:00
VEL-006950,RNG824014,HIGH_DAILY_AMOUNT,high,"High daily amount: $122,425.65 (threshold: $50,000.00)",122425.65,50000.0,81840.95852941177,daily,2024-03-03 00:00:00
VEL-006951,RNG824014,HIGH_DAILY_AMOUNT,medium,"High daily amount: $52,335.66 (threshold: $50,000.00)",52335.66,50000.0,81840.95852941177,daily,2024-03-05 00:00:00
VEL-006952,RNG824014,HIGH_DAILY_AMOUNT,critical,"High daily amount: $244,997.85 (threshold: $50,000.00)",244997.84999999998,50000.0,81840.95852941177,daily,2024-03-12 00:00:00
VEL-006953,RNG824014,HIGH_DAILY_AMOUNT,medium,"High daily amount: $60,475.11 (threshold: $50,000.00)",60475.11,50000.0,81840.95852941177,daily,2024-03-28 00:00:00
VEL-006954,RNG824014,HIGH_DAILY_AMOUNT,high,"High daily amount: $102,012.05 (threshold: $50,000.00)",102012.05,50000.0,81840.95852941177,daily,2024-04-04 00:00:00
VEL-006955,RNG824014,HIGH_DAILY_AMOUNT,high,"High daily amount: $126,842.91 (threshold: $50,000.00)",126842.91,50000.0,81840.95852941177,daily,2024-04-05 00:00:00
VEL-006956,RNG824014,HIGH_DAILY_AMOUNT,high,"High daily amount: $136,356.87 (threshold: $50,000.00)",136356.87,50000.0,81840.95852941177,daily,2024-04-07 00:00:00
VEL-006957,RNG824014,HIGH_DAILY_AMOUNT,medium,"High daily amount: $73,052.16 (threshold: $50,000.00)",73052.16,50000.0,81840.95852941177,daily,2024-04-09 00:00:00
VEL-006958,RNG824014,HIGH_DAILY_AMOUNT,medium,"High daily amount: $79,148.73 (threshold: $50,000.00)",79148.73,50000.0,81840.95852941177,daily,2024-04-17 00:00:00
VEL-006959,RNG824014,HIGH_DAILY_AMOUNT,medium,"High daily amount: $87,687.34 (threshold: $50,000.00)",87687.34,50000.0,81840.95852941177,daily,2024-04-24 00:00:00
VEL-006960,RNG824014,HIGH_DAILY_AMOUNT,medium,"High daily amount: $83,143.17 (threshold: $50,000.00)",83143.17,50000.0,81840.95852941177,daily,2024-04-29 00:00:00
VEL-006961,RNG824014,HIGH_DAILY_AMOUNT,high,"High daily amount: $126,173.92 (threshold: $50,000.00)",126173.92,50000.0,81840.95852941177,daily,2024-05-08 00:00:00
VEL-006962,RNG824014,HIGH_DAILY_AMOUNT,critical,"High daily amount: $155,112.53 (threshold: $50,000.00)",155112.53,50000.0,81840.95852941177,daily,2024-05-14 00:00:00
VEL-006963,RNG824014,HIGH_DAILY_AMOUNT,critical,"High daily amount: $154,666.79 (threshold: $50,000.00)",154666.79,50000.0,81840.95852941177,daily,2024-05-15 00:00:00
VEL-006964,RNG824014,HIGH_DAILY_AMOUNT,critical,"High daily amount: $165,524.11 (threshold: $50,000.00)",165524.11,50000.0,81840.95852941177,daily,2024-05-23 00:00:00
VEL-006965,RNG824014,HIGH_DAILY_AMOUNT,high,"High daily amount: $112,204.32 (threshold: $50,000.00)",112204.32,50000.0,81840.95852941177,daily,2024-06-04 00:00:00
VEL-006966,RNG824014,HIGH_DAILY_AMOUNT,high,"High daily amount: $131,133.65 (threshold: $50,000.00)",131133.65,50000.0,81840.95852941177,daily,2024-06-12 00:00:00
VEL-006967,RNG824014,HIGH_DAILY_AMOUNT,high,"High daily amount: $131,278.05 (threshold: $50,000.00)",131278.05,50000.0,81840.95852941177,daily,2024-06-13 00:00:00
