account_id,overall_score,risk_category,alert_score,volume_score,velocity_score,network_score,behavioral_score,alert_count,total_amount,contributing_factors
NRM821590,38.33,medium,48.5,29.08,23.12,70.5,3.37,14,1571541.78,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM770487,38.33,medium,43.5,13.6,43.03,75.77,4.13,9,998025.74,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high)
NRM363319,38.32,medium,46.0,21.28,31.93,76.43,1.17,12,1238278.8,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM159942,38.26,medium,50.5,22.92,22.22,73.97,4.65,13,1305940.88,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM872343,38.23,medium,54.5,16.92,22.54,73.12,2.97,14,1116402.73,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM173372,38.2,medium,44.5,16.52,42.86,70.65,1.48,11,1103266.54,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
MUL703766,38.19,medium,44.0,20.96,30.63,75.38,11.69,11,1229621.19,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM265840,38.15,medium,50.0,22.28,25.81,71.8,2.58,15,1280310.46,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium)
MUL466960,38.15,medium,44.75,28.92,23.12,72.14,12.54,12,1569180.1,ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ROUND_AMOUNTS (low); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM233636,38.09,medium,43.5,16.28,38.87,77.26,2.46,9,1099500.42,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM161733,38.07,medium,39.0,27.48,37.92,72.61,4.49,10,1500407.33,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM391369,37.99,medium,57.5,14.28,21.71,70.0,1.7,15,1021591.85,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
HRK120480,37.94,medium,50.0,20.4,20.92,76.88,6.41,14,1217793.24,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM238890,37.93,medium,49.0,23.96,22.65,71.61,7.16,11,1342435.51,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (high)
NRM125990,37.88,medium,43.0,24.88,32.66,72.5,4.5,11,1382024.71,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM195325,37.87,medium,40.5,40.8,21.92,71.36,4.46,11,1695769.55,MULE_PATTERN (high); HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium)
MUL593152,37.83,medium,44.0,26.68,21.88,73.87,16.42,10,1451697.08,MULE_PATTERN (critical); HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium)
NRM354801,37.82,medium,47.5,27.44,19.45,76.43,3.49,10,1499990.59,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high)
NRM563246,37.81,medium,52.5,23.08,16.59,70.62,9.03,12,1313059.08,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
MUL576786,37.79,medium,45.0,28.36,21.32,74.5,9.25,10,1533025.14,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); ACTIVITY_SPIKE (high)
NRM207473,37.7,medium,50.5,23.84,21.54,70.56,3.63,14,1329718.39,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
HRK757193,37.7,medium,45.0,6.88,42.94,76.56,4.97,10,776485.42,HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); ACTIVITY_SPIKE (high)
HRK571932,37.66,medium,53.0,14.88,21.39,77.0,3.02,11,1035495.71,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); ACTIVITY_SPIKE (high)
NRM522179,37.65,medium,57.5,26.64,3.47,75.62,1.6,12,1451467.92,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM207175,37.64,medium,53.5,9.56,19.59,72.59,21.95,14,875851.14,HIGH_DAILY_AMOUNT (critical); LOCAL_OUTLIER_FACTOR (low); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM265409,37.62,medium,54.0,15.8,21.61,74.44,0.7,12,1070036.4,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM492077,37.61,medium,46.0,14.12,35.75,74.69,3.37,11,1016426.49,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM122056,37.59,medium,48.5,25.16,21.99,73.6,1.43,11,1401761.34,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM356150,37.59,medium,51.0,15.84,26.19,74.66,1.34,13,1072108.52,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
HRK176365,37.53,medium,43.0,13.0,42.63,74.04,2.53,10,971380.11,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM634150,37.51,medium,48.5,22.76,22.03,75.19,2.93,12,1302197.21,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM698782,37.51,medium,48.5,24.72,21.81,71.36,5.26,11,1371121.82,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM887625,37.5,medium,48.5,16.76,31.42,70.65,2.92,13,1112153.69,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM360735,37.49,medium,55.5,12.88,21.6,72.22,3.37,13,969088.53,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM375504,37.44,medium,48.5,33.6,12.71,72.88,2.73,12,1641386.78,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
HRK540552,37.44,medium,48.0,20.72,22.47,78.14,2.79,12,1223873.44,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM587575,37.41,medium,52.5,16.64,21.37,73.75,3.71,12,1106328.67,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM712024,37.4,medium,36.5,19.48,40.67,78.75,7.84,10,1189076.68,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM120422,37.35,medium,49.0,17.92,22.16,78.0,4.82,11,1149050.26,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM169403,37.33,medium,40.0,26.0,33.84,75.0,1.16,11,1423853.95,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM437902,37.32,medium,47.5,23.8,24.21,71.25,4.03,16,1329574.72,HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM153266,37.32,medium,56.5,10.16,21.45,72.68,3.2,13,893107.81,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM456699,37.29,medium,49.0,11.72,22.37,74.29,21.76,12,943522.31,HIGH_DAILY_AMOUNT (critical); LOCAL_OUTLIER_FACTOR (low); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM994343,37.26,medium,51.0,27.32,14.84,70.62,3.8,15,1488359.62,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium)
NRM360222,37.25,medium,52.5,17.72,20.78,70.0,6.72,13,1137788.73,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM137778,37.23,medium,50.5,22.04,21.27,70.0,3.98,13,1265842.82,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM310922,37.21,medium,53.5,8.92,21.02,77.29,8.99,15,850878.17,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
HRK523956,37.19,medium,45.0,29.96,21.39,72.31,3.26,11,1615651.15,MULE_PATTERN (medium); HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM424308,37.15,medium,57.5,11.6,16.39,73.33,4.29,13,940566.65,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM338651,37.14,medium,46.5,26.24,22.13,73.46,1.76,12,1434776.02,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); MULE_PATTERN (high); ACTIVITY_SPIKE (high)
NRM946335,37.14,medium,43.5,11.0,40.62,75.5,2.65,12,920529.66,MULE_PATTERN (medium); HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM426858,37.1,medium,49.5,18.92,23.05,72.73,4.75,10,1175712.1,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
MUL364525,37.1,medium,37.5,25.72,32.48,74.23,12.01,9,1418576.63,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM330283,37.08,medium,47.5,22.44,23.15,71.94,5.5,10,1282987.19,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (high)
NRM103717,37.07,medium,40.0,15.04,42.84,74.04,3.89,8,1045192.07,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical)
NRM885884,37.07,medium,43.5,28.32,24.0,74.62,1.93,11,1530985.59,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM550664,37.05,medium,48.5,20.68,22.5,74.14,3.16,10,1223684.16,MULE_PATTERN (high); HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium)
NRM877991,37.05,medium,46.0,27.0,21.68,73.26,2.22,12,1467712.79,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM380746,37.05,medium,47.5,19.76,21.36,74.74,9.85,10,1197809.65,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM950155,37.04,medium,40.5,14.2,42.87,75.0,2.02,9,1017244.23,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM308573,37.04,medium,44.0,26.48,22.69,76.36,3.53,12,1442168.26,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM865388,37.01,medium,48.0,22.32,20.02,74.38,5.89,12,1281066.0,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM459536,37.01,medium,43.0,8.0,43.42,75.16,4.02,10,822009.91,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM376807,37.01,medium,47.5,25.4,22.28,70.58,2.68,9,1409594.36,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); MULE_PATTERN (high)
NRM429963,36.98,medium,53.5,17.0,16.18,74.55,4.37,11,1118461.28,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); ACTIVITY_SPIKE (high)
NRM302511,36.98,medium,39.5,15.96,36.96,74.66,13.71,11,1085236.85,HIGH_DAILY_AMOUNT (critical); LOCAL_OUTLIER_FACTOR (low); HIGH_DAILY_AMOUNT (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM260263,36.98,medium,41.0,32.6,25.56,70.0,4.97,13,1635347.67,MULE_PATTERN (medium); HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); HIGH_DAILY_AMOUNT (medium)
NRM176066,36.96,medium,48.5,14.0,21.91,79.64,8.56,13,1015306.58,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
HRK432711,36.95,medium,52.5,16.96,22.28,70.68,1.25,15,1117134.12,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
HRK587213,36.91,medium,43.5,16.88,36.05,73.12,1.27,10,1116226.48,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM279451,36.9,medium,49.5,20.56,22.43,72.22,1.43,10,1221813.52,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM755674,36.87,medium,41.5,12.8,42.65,74.2,1.28,11,967047.29,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
HRK870319,36.87,medium,32.5,23.24,42.84,77.26,6.93,8,1313984.94,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM532322,36.85,medium,48.0,19.32,21.13,73.6,9.16,12,1186882.54,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM509386,36.83,medium,39.5,14.08,42.38,74.38,5.59,10,1016012.58,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM870763,36.83,medium,34.0,25.92,42.83,71.88,4.05,9,1422449.34,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium)
NRM292401,36.82,medium,45.5,6.32,43.25,70.0,4.76,12,761047.76,MULE_PATTERN (medium); HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM400850,36.79,medium,35.0,22.72,42.57,71.43,7.7,10,1299126.16,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium)
NRM254511,36.74,medium,51.0,9.96,19.58,78.04,12.72,12,885888.52,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM555673,36.69,medium,55.5,21.04,10.2,71.8,2.51,12,1231842.63,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM429164,36.62,medium,46.0,16.04,29.68,73.39,3.67,10,1091575.09,MULE_PATTERN (medium); HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); HIGH_DAILY_AMOUNT (medium)
MUL350132,36.58,medium,43.5,24.24,22.4,73.43,10.14,11,1356264.11,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ROUND_AMOUNTS (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
HRK907189,36.54,medium,41.0,14.32,42.53,70.71,2.15,9,1023781.24,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium)
HRK371782,36.51,medium,41.0,11.28,43.29,73.87,1.69,10,929158.99,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); HIGH_DAILY_AMOUNT (medium); HIGH_DAILY_AMOUNT (high)
NRM681542,36.49,medium,51.5,8.44,24.94,73.75,7.23,12,834703.21,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (high)
NRM847581,36.48,medium,43.5,6.2,43.0,72.78,4.97,11,752748.94,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
MUL453894,36.47,medium,30.5,24.0,42.77,73.62,13.99,7,1343307.35,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM220944,36.45,medium,43.0,29.04,22.69,71.55,3.26,11,1570891.52,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium)
MUL321941,36.44,medium,38.5,8.36,43.5,73.75,15.35,10,832412.65,MULE_PATTERN (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium)
NRM763686,36.43,medium,42.5,13.36,36.39,76.56,1.19,9,984179.12,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (high)
NRM338968,36.43,medium,51.0,17.28,19.05,72.4,4.56,12,1124283.71,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM939482,36.4,medium,41.5,10.12,43.57,72.59,2.51,11,891981.86,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM719176,36.39,medium,50.5,15.88,22.15,73.0,1.58,10,1074499.95,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (high)
NRM299448,36.39,medium,48.5,15.76,22.83,75.29,4.06,10,1068873.5,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (high)
MUL972335,36.37,medium,52.0,16.16,14.23,74.23,9.54,13,1094575.83,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM674553,36.35,medium,47.0,16.44,25.21,76.72,0.62,11,1100663.47,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM392075,36.34,medium,40.5,32.0,22.1,72.73,4.32,10,1631575.8,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM299312,36.33,medium,44.0,25.76,20.02,71.43,10.61,11,1419296.09,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (high)
NRM735656,36.29,medium,49.5,18.04,20.91,71.03,5.23,12,1152542.13,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM694916,36.25,medium,47.0,22.24,22.37,72.31,0.28,12,1279161.17,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (high)
