account_id,customer_type,customer_age,account_age_days,risk_category,region,business_type,avg_monthly_transactions,avg_transaction_amount
HRK184491,high_risk,41,708,high,Latin America,Casino,32,8810.975384388807
HRK245095,high_risk,41,675,high,Latin America,Jewelry,25,30455.967746345257
HRK258157,high_risk,38,1442,high,Middle East,Jewelry,46,40167.7541483982
HRK342495,high_risk,55,1448,high,Africa,Import/Export,25,35563.961804052626
HRK501641,high_risk,47,1420,high,Latin America,Casino,66,26401.828631990375
HRK827659,high_risk,44,569,high,Latin America,Cryptocurrency,83,32865.75644241118
HRK260227,high_risk,28,964,high,Middle East,Jewelry,26,23795.014811764762
HRK840734,high_risk,39,198,high,Africa,Cryptocurrency,54,8456.13717414897
HRK324345,high_risk,43,1815,high,Africa,Casino,67,7105.363023729584
HRK167348,high_risk,48,1520,high,Middle East,Money Service Business,90,16490.136819345986
HRK535020,high_risk,25,534,high,Middle East,Casino,33,17514.478177986042
HRK527398,high_risk,39,1954,high,Latin America,Import/Export,59,12056.571739256256
HRK446954,high_risk,52,1393,high,Middle East,Casino,47,28322.427940144087
HRK668969,high_risk,26,1490,high,Africa,Cryptocurrency,50,48115.31040137452
HRK588557,high_risk,26,1979,high,Africa,Import/Export,76,17856.481732014403
HRK535970,high_risk,54,1661,high,Latin America,Casino,88,40143.373863999586
HRK165290,high_risk,63,751,high,Latin America,Cryptocurrency,64,34612.47427375494
HRK316881,high_risk,54,1837,high,Middle East,Import/Export,23,39565.7680271397
HRK973349,high_risk,30,467,high,Latin America,Casino,34,26780.925762923183
HRK540552,high_risk,56,636,high,Middle East,Casino,25,19634.50383242951
HRK508396,high_risk,27,1309,high,Africa,Cryptocurrency,36,36351.28001465369
HRK907189,high_risk,28,1028,high,Middle East,Cryptocurrency,24,43573.62456768149
HRK712451,high_risk,30,1494,high,Latin America,Money Service Business,41,40248.40923302215
HRK829308,high_risk,35,1152,high,Africa,Casino,22,49893.027001312345
HRK120480,high_risk,36,778,high,Latin America,Money Service Business,37,10417.441045509006
HRK998348,high_risk,33,1994,high,Latin America,Cryptocurrency,66,23893.191395884292
HRK902784,high_risk,47,209,high,Middle East,Import/Export,44,40874.49826604433
HRK703655,high_risk,54,554,high,Africa,Money Service Business,44,34777.34071897805
HRK498858,high_risk,58,1981,high,Africa,Cryptocurrency,30,42356.794234906316
HRK600149,high_risk,46,864,high,Africa,Money Service Business,83,17595.16935108921
HRK106182,high_risk,26,1023,high,Middle East,Casino,73,14616.416370664778
HRK468845,high_risk,40,420,high,Africa,Casino,78,31246.357654065054
HRK413118,high_risk,30,1132,high,Africa,Casino,95,21385.074875472474
HRK890075,high_risk,28,1178,high,Latin America,Casino,78,29091.557353174303
HRK508930,high_risk,39,251,high,Africa,Import/Export,31,23472.310732724956
HRK994905,high_risk,41,1266,high,Middle East,Money Service Business,55,41778.73904959566
HRK976325,high_risk,29,269,high,Latin America,Jewelry,66,44180.98049558477
HRK539375,high_risk,54,1866,high,Latin America,Casino,90,7308.223204154701
HRK664365,high_risk,61,976,high,Africa,Import/Export,66,28847.326411860482
HRK883826,high_risk,43,640,high,Latin America,Jewelry,83,18337.640309387752
HRK870319,high_risk,53,1863,high,Middle East,Import/Export,21,23380.501163381716
HRK672661,high_risk,40,1349,high,Middle East,Import/Export,49,22635.975332475908
HRK938722,high_risk,47,213,high,Middle East,Cryptocurrency,81,48921.47143700917
HRK732556,high_risk,60,713,high,Africa,Import/Export,92,15349.718928345823
HRK331251,high_risk,43,1753,high,Latin America,Import/Export,98,42172.91080467285
HRK611945,high_risk,33,1491,high,Latin America,Casino,24,12034.263681898738
HRK330080,high_risk,35,1880,high,Latin America,Casino,87,17178.977389179454
HRK386193,high_risk,58,768,high,Latin America,Money Service Business,26,10277.606651020027
HRK557007,high_risk,54,1362,high,Africa,Money Service Business,80,33705.58435488327
HRK609232,high_risk,55,1384,high,Latin America,Cryptocurrency,29,24236.890434062057
HRK130434,high_risk,48,1988,high,Latin America,Jewelry,50,36008.94441867033
HRK507746,high_risk,25,1086,high,Africa,Jewelry,23,32143.647452660036
HRK452457,high_risk,36,786,high,Middle East,Money Service Business,94,49638.32362573895
HRK801364,high_risk,25,738,high,Middle East,Casino,90,16386.185341411394
HRK812131,high_risk,48,1975,high,Africa,Casino,94,49061.8199795277
HRK936912,high_risk,35,672,high,Africa,Import/Export,86,35441.768728427196
HRK523956,high_risk,26,835,high,Latin America,Import/Export,73,24307.80661861997
HRK859359,high_risk,62,1999,high,Middle East,Jewelry,29,36155.94377694864
HRK273061,high_risk,64,1940,high,Middle East,Money Service Business,61,16298.604664932549
HRK981334,high_risk,40,1440,high,Latin America,Money Service Business,46,38036.80665687408
HRK590094,high_risk,58,1363,high,Latin America,Money Service Business,85,23511.85571356652
HRK233827,high_risk,33,767,high,Latin America,Money Service Business,29,8671.942400217726
HRK752483,high_risk,58,1891,high,Africa,Import/Export,85,24187.926056073014
HRK660069,high_risk,60,1611,high,Latin America,Cryptocurrency,21,34872.101368372634
HRK128276,high_risk,38,1397,high,Middle East,Import/Export,47,12465.54609668538
HRK513160,high_risk,63,459,high,Middle East,Casino,97,42791.915849156976
HRK720644,high_risk,48,853,high,Latin America,Import/Export,41,11447.665641618849
MUL691807,mule,21,51,medium,Africa,Individual,176,11071.82621156721
MUL795205,mule,21,125,medium,North America,Individual,197,14297.020372417124
MUL128418,mule,20,138,medium,Asia Pacific,Individual,193,4832.587935147672
MUL188025,mule,21,178,medium,Asia Pacific,Individual,189,6205.89536231139
MUL773971,mule,30,116,medium,Africa,Individual,110,6455.502030562793
MUL549433,mule,32,73,medium,North America,Individual,103,13939.168047060253
MUL242291,mule,19,34,medium,Middle East,Individual,76,7226.353819547129
MUL584125,mule,25,152,medium,Africa,Individual,128,13585.60094982683
MUL290556,mule,20,46,medium,Latin America,Individual,132,3926.82700729122
MUL152727,mule,25,170,medium,Asia Pacific,Individual,84,13684.24256658552
MUL372793,mule,23,124,medium,Africa,Individual,118,7053.442522395107
MUL497519,mule,25,158,medium,Latin America,Individual,136,3053.501936045738
MUL443254,mule,24,83,medium,Asia Pacific,Individual,103,13357.0408735838
MUL321941,mule,20,49,medium,Africa,Individual,176,6250.233316376779
MUL576786,mule,32,158,medium,North America,Individual,133,10868.491960316283
MUL442722,mule,33,160,medium,Latin America,Individual,157,11014.487664732016
MUL453894,mule,30,49,medium,North America,Individual,53,7537.190210070213
MUL898207,mule,23,170,medium,Middle East,Individual,135,5997.887341375932
MUL497542,mule,32,138,medium,Africa,Individual,92,4551.194317180153
MUL391773,mule,25,71,medium,Europe,Individual,164,8220.38391139346
MUL888539,mule,28,106,medium,Latin America,Individual,186,3118.418041428262
MUL972335,mule,33,68,medium,Asia Pacific,Individual,61,8164.135851535823
MUL542042,mule,31,40,medium,Europe,Individual,91,12660.877526723441
MUL364525,mule,23,127,medium,Asia Pacific,Individual,68,10961.035357334973
MUL975467,mule,31,145,medium,Africa,Individual,162,9977.29273886199
MUL185884,mule,18,128,medium,Asia Pacific,Individual,101,11492.882330844239
MUL593152,mule,24,40,medium,Middle East,Individual,117,4469.169773948292
MUL120324,mule,23,139,medium,Latin America,Individual,100,13847.4094710222
MUL885408,mule,31,82,medium,North America,Individual,62,11964.855110881153
MUL665621,mule,21,104,medium,North America,Individual,56,7904.387615577179
MUL154615,mule,28,121,medium,Africa,Individual,72,6133.773167424354
MUL466960,mule,28,140,medium,North America,Individual,75,12605.002260256393
MUL335113,mule,18,43,medium,Africa,Individual,84,10555.328834734397
MUL781725,mule,34,122,medium,Middle East,Individual,128,7877.125758547758
MUL171951,mule,23,135,medium,Asia Pacific,Individual,96,10013.56630583431
MUL919182,mule,23,93,medium,North America,Individual,56,10433.950020072018
MUL783414,mule,34,103,medium,Europe,Individual,184,8828.359444160582
MUL142213,mule,23,81,medium,North America,Individual,50,4112.993837093201
MUL890870,mule,19,33,medium,North America,Individual,181,4714.8021614296695
MUL132537,mule,21,30,medium,Africa,Individual,84,3514.212045753382
MUL359295,mule,21,152,medium,Asia Pacific,Individual,76,9706.022231312403
MUL309044,mule,33,128,medium,Asia Pacific,Individual,80,9743.837714099884
MUL979995,mule,34,68,medium,Africa,Individual,88,8532.381398750116
MUL121369,mule,28,95,medium,Latin America,Individual,61,12772.48777953776
MUL751517,mule,24,30,medium,Europe,Individual,139,14622.22324486004
MUL259784,mule,30,163,medium,Africa,Individual,93,2523.71174411398
MUL350132,mule,22,175,medium,Africa,Individual,150,2136.4173348192776
MUL232352,mule,27,62,medium,Europe,Individual,61,14356.926672407317
MUL596564,mule,24,166,medium,Africa,Individual,198,2167.7939637528957
MUL801978,mule,18,146,medium,Europe,Individual,166,3513.966096262263
MUL219946,mule,20,164,medium,Asia Pacific,Individual,157,2628.715243634151
MUL691364,mule,28,97,medium,Asia Pacific,Individual,162,8546.110759654519
MUL328552,mule,19,156,medium,Africa,Individual,74,7790.024837712339
MUL587623,mule,33,124,medium,Africa,Individual,168,8218.361261717226
MUL833442,mule,30,179,medium,Middle East,Individual,91,5683.732895584537
MUL368690,mule,27,68,medium,Europe,Individual,64,10129.289476155029
MUL904150,mule,32,160,medium,Asia Pacific,Individual,59,4629.821339056647
MUL486814,mule,32,64,medium,Africa,Individual,189,7171.314732078276
MUL275939,mule,30,122,medium,Asia Pacific,Individual,116,6976.193305239527
MUL735324,mule,32,161,medium,Asia Pacific,Individual,134,2335.5221072213626
MUL736745,mule,25,116,medium,Middle East,Individual,58,9252.357783580952
MUL884256,mule,30,100,medium,Africa,Individual,71,9036.511442241816
MUL853252,mule,22,30,medium,Europe,Individual,159,7905.619158267693
MUL220096,mule,34,79,medium,Latin America,Individual,138,3650.277378814645
MUL915573,mule,31,141,medium,Africa,Individual,170,2768.3756713835087
MUL959099,mule,23,54,medium,Europe,Individual,190,3184.828312780808
MUL271720,mule,32,166,medium,Latin America,Individual,117,4302.069320164768
MUL426147,mule,19,96,medium,Europe,Individual,185,9148.234318737177
MUL213349,mule,33,123,medium,Middle East,Individual,62,4203.553194258762
MUL706794,mule,32,111,medium,Europe,Individual,94,8176.168347267985
MUL126925,mule,29,143,medium,North America,Individual,196,14902.690062105627
MUL427110,mule,31,43,medium,Africa,Individual,94,4920.546169342966
MUL703766,mule,26,80,medium,Asia Pacific,Individual,168,9959.584954020342
MUL810250,mule,29,121,medium,Latin America,Individual,82,12823.953053239704
MUL493537,mule,34,66,medium,Europe,Individual,148,3819.835897382917
MUL515922,mule,20,109,medium,Africa,Individual,126,10041.933758221207
MUL849747,mule,33,57,medium,Asia Pacific,Individual,95,2144.021183726026
MUL307963,mule,25,114,medium,North America,Individual,114,6606.9033788197585
MUL179688,mule,28,136,medium,Africa,Individual,126,9719.148215264879
MUL720859,mule,32,178,medium,North America,Individual,152,9195.13309072805
RNG824000,fraud_ring,37,147,medium,North America,Real Estate,69,32908.64886294951
RNG824001,fraud_ring,31,109,medium,Europe,Real Estate,35,39750.490207566174
RNG824002,fraud_ring,45,168,medium,North America,Real Estate,50,76152.2667570841
RNG824003,fraud_ring,40,360,medium,North America,Consulting,52,38557.49296784379
RNG824004,fraud_ring,46,176,medium,Europe,Consulting,57,56233.70696937743
RNG824005,fraud_ring,49,117,medium,Europe,Consulting,35,91721.35804374768
RNG824006,fraud_ring,30,134,medium,Europe,Import/Export,69,21573.683736449726
RNG824007,fraud_ring,45,284,medium,Europe,Real Estate,47,74297.26913234481
RNG824008,fraud_ring,44,296,medium,North America,Import/Export,30,27666.487207996033
RNG824009,fraud_ring,37,185,medium,North America,Import/Export,54,38446.99154589376
RNG824010,fraud_ring,43,270,medium,North America,Import/Export,38,61491.06673499857
RNG824011,fraud_ring,43,295,medium,Europe,Real Estate,47,37577.39044159328
RNG824012,fraud_ring,37,193,medium,North America,Import/Export,35,65387.87018387519
RNG824013,fraud_ring,40,98,medium,North America,Import/Export,39,56626.974823631026
RNG824014,fraud_ring,44,333,medium,Europe,Consulting,38,64435.548642632304
RNG824015,fraud_ring,28,250,medium,Europe,Consulting,74,81879.02023209729
RNG824016,fraud_ring,28,268,medium,Europe,Real Estate,64,60166.446788276844
RNG824017,fraud_ring,29,306,medium,North America,Real Estate,47,89732.25959476824
RNG824018,fraud_ring,37,319,medium,Europe,Consulting,39,28755.961625649845
RNG824019,fraud_ring,33,67,medium,North America,Real Estate,75,15140.544703339892
RNG824020,fraud_ring,45,326,medium,North America,Consulting,71,87320.05818822248
RNG824021,fraud_ring,48,200,medium,Europe,Consulting,39,92055.32892214981
RNG824022,fraud_ring,33,258,medium,Europe,Import/Export,52,65833.4126911349
RNG824023,fraud_ring,31,210,medium,North America,Import/Export,55,80370.18216972008
RNG824024,fraud_ring,47,282,medium,North America,Real Estate,79,39570.23348972186
RNG824025,fraud_ring,47,268,medium,North America,Import/Export,54,75637.88204294855
RNG824026,fraud_ring,31,279,medium,Europe,Real Estate,35,43026.52663064804
RNG824027,fraud_ring,27,141,medium,North America,Import/Export,49,77069.32684217511
RNG824028,fraud_ring,43,273,medium,North America,Real Estate,76,92936.20527166761
RNG824029,fraud_ring,48,74,medium,North America,Real Estate,64,86151.17894772084
RNG824030,fraud_ring,41,159,medium,North America,Import/Export,48,80917.31202318384
RNG824031,fraud_ring,40,170,medium,Europe,Real Estate,37,17416.537467575337
RNG824032,fraud_ring,40,142,medium,Europe,Consulting,74,87282.83091201165
RNG824033,fraud_ring,34,93,medium,Europe,Consulting,35,72129.0562210656
RNG824034,fraud_ring,47,193,medium,North America,Import/Export,54,14839.508049578504
RNG824035,fraud_ring,38,211,medium,North America,Import/Export,63,15731.629075226505
RNG824036,fraud_ring,35,225,medium,North America,Import/Export,55,17582.983967617416
RNG824037,fraud_ring,46,243,medium,North America,Import/Export,37,88412.64646587873
RNG824038,fraud_ring,40,283,medium,Europe,Real Estate,36,21851.821309258634
RNG824039,fraud_ring,25,216,medium,North America,Import/Export,33,66248.17735384317
RNG824040,fraud_ring,27,305,medium,North America,Real Estate,56,96352.49646598707
RNG824041,fraud_ring,40,289,medium,North America,Real Estate,70,83849.69253301469
RNG824042,fraud_ring,34,237,medium,North America,Consulting,70,37708.67127469307
RNG824043,fraud_ring,41,286,medium,Europe,Consulting,77,84660.64441147448
RNG824044,fraud_ring,44,234,medium,Europe,Real Estate,43,70391.16824796188
RNG824045,fraud_ring,41,83,medium,Europe,Real Estate,47,46700.02309655464
RNG824046,fraud_ring,38,138,medium,Europe,Real Estate,44,87624.68566614269
RNG824047,fraud_ring,47,323,medium,North America,Real Estate,76,87713.61475322038
RNG824048,fraud_ring,26,248,medium,Europe,Import/Export,78,29936.554490179522
RNG824049,fraud_ring,26,138,medium,Europe,Import/Export,58,56848.94535743726
STR970917,structuring,51,944,low,North America,Retail,28,9422.327934096736
STR757711,structuring,51,565,low,North America,Individual,28,8911.286858313893
STR354646,structuring,59,1296,low,Europe,Individual,36,5880.706880448421
STR206851,structuring,45,485,low,Europe,Individual,31,6245.914862714055
STR831059,structuring,52,309,low,Europe,Individual,48,8358.632979409587
STR910004,structuring,46,1178,low,North America,Individual,19,9143.111303503789
STR416232,structuring,45,998,low,North America,Individual,23,6884.128144974578
STR991597,structuring,54,444,low,North America,Retail,36,8340.315041691261
STR817497,structuring,52,336,low,Europe,Restaurant,47,8258.131349478146
STR729577,structuring,30,1074,low,North America,Individual,38,6384.662660254297
STR944657,structuring,58,1285,low,North America,Restaurant,46,8199.50432877415
STR226935,structuring,39,1308,low,North America,Retail,30,6046.864872740487
STR934904,structuring,47,1053,low,Europe,Individual,27,5365.239010086715
STR693423,structuring,51,1152,low,North America,Individual,31,8876.505587095959
STR920652,structuring,52,1385,low,North America,Retail,48,7073.301201087532
STR143064,structuring,32,250,low,Europe,Retail,21,8395.562125425815
STR464069,structuring,51,372,low,Europe,Retail,43,8178.673985644982
STR658623,structuring,43,700,low,North America,Restaurant,26,9293.190192851387
STR549186,structuring,53,870,low,Europe,Restaurant,22,6385.186175117537
STR793655,structuring,46,715,low,Europe,Restaurant,21,5842.059216847258
