tx_id,timestamp,sender_id,receiver_id,amount,tx_type,country,channel,pattern_type
TXKDJ1HAPUH0,2024-08-18 06:05:49,NRM668532,NRM446239,83111.34,wire,USA,online,layering
TXR7PXA5KNRP,2024-08-18 06:11:13,MUL795205,HRK245095,14753.74,crypto,Russia,online,mule_out
TXYZO9GDYRYZ,2024-08-18 06:12:02,RNG824018,RNG824019,37170.9,ACH,Cayman Islands,online,fraud_ring
TX7D6GDBUGYM,2024-08-18 06:16:36,NRM842225,NRM665427,16284.78,ACH,UK,ATM,normal
TX6D61JC806S,2024-08-18 06:53:57,NRM808011,NRM352572,1513.48,cash,Brazil,online,normal
TXRLW6JL2L5B,2024-08-18 06:56:17,HRK254739,RNG824015,316.63,wire,USA,online,normal
TXSW8ZV8ROTS,2024-08-18 07:08:19,NRM217308,NRM997546,65106.58,wire,Switzerland,mobile,normal
TXXSUO874OHL,2024-08-18 07:50:10,NRM863587,NRM982554,527.71,wire,Switzerland,mobile,normal
TXKICQO80EJ6,2024-08-18 08:05:49,HRK887443,NRM956795,86647.99,wire,Canada,online,layering
TXIEFML3EUGH,2024-08-18 08:05:55,NRM946335,HRK519066,620.84,e-transfer,USA,branch,normal
TXSDKVV1MDMM,2024-08-18 08:10:17,HRK943170,NRM344098,7991.83,ACH,Canada,online,normal
TX6OHK87SQJD,2024-08-18 08:29:31,HRK757193,MUL493537,5877.51,e-transfer,India,online,mule_in
TXBTL1I2X32O,2024-08-18 10:38:08,HRK266889,HRK801364,925.28,cash,Australia,mobile,normal
TX7V2TVOO1UA,2024-08-18 11:02:18,NRM916449,NRM813536,448.86,ACH,USA,mobile,normal
TXY79KVLS9ME,2024-08-18 11:20:18,NRM634277,MUL453894,110.63,cash,UK,online,normal
TX3P1ZITJNG2,2024-08-18 11:24:38,HRK184491,STR464069,188906.13,wire,Switzerland,online,layering
TX1772IBF4QP,2024-08-18 11:50:00,NRM279451,NRM182627,354.98,check,Canada,online,normal
TXKPVLB28SM8,2024-08-18 12:02:26,MUL391773,MUL576786,13393.4,crypto,Nigeria,online,mule_out
TXH9GTAPOG25,2024-08-18 12:26:56,NRM451470,RNG824048,486.21,wire,USA,mobile,normal
TXZBRTNBRZM4,2024-08-18 12:29:06,RNG824012,MUL781725,13175.77,e-transfer,Brazil,online,mule_in
TXEVKVDPHFYI,2024-08-18 12:29:31,MUL493537,HRK498858,5242.77,wire,Cayman Islands,online,mule_out
TXU5SEFMM3JT,2024-08-18 12:51:05,NRM719176,NRM246316,1547.0,ACH,Canada,online,normal
TXFQ0R047HGB,2024-08-18 13:19:48,NRM842225,NRM335612,211.25,cash,Brazil,online,normal
TX9O2M5QYIN4,2024-08-18 13:24:38,MUL833442,NRM711878,181349.88,wire,Brazil,online,layering
TX0Z4ZMPRGAA,2024-08-18 13:26:30,NRM723398,NRM172574,3681.72,check,Canada,mobile,normal
TXF9JSC17F0S,2024-08-18 13:28:47,NRM172933,RNG824016,3968.54,e-transfer,Singapore,mobile,normal
TXF4X6VVWNH8,2024-08-18 13:38:29,NRM555884,HRK732556,459.35,wire,Switzerland,ATM,normal
TXV1PUB4YIMG,2024-08-18 14:23:42,NRM520521,NRM237174,2194.41,ACH,Germany,branch,normal
TX1AR4IU0Y6F,2024-08-18 14:24:38,NRM711878,NRM203198,177571.76,wire,Mexico,online,layering
TX239VPPD2MN,2024-08-18 14:25:01,NRM770487,NRM796503,2384.59,cash,Germany,ATM,normal
TXLKD9JJDNXJ,2024-08-18 15:00:50,MUL232352,NRM249811,7459.47,crypto,Panama,online,mule_out
TX54Z29T3CG7,2024-08-18 15:24:38,STR464069,MUL833442,185128.01,wire,Brazil,online,layering
TX7OL4YMLJYA,2024-08-18 16:32:31,RNG824008,RNG824009,121219.7,ACH,UK,online,fraud_ring
TXOVCU44X0V8,2024-08-18 16:49:05,NRM503457,NRM790855,3392.31,e-transfer,Canada,mobile,normal
TXNOY6T0CD77,2024-08-18 17:52:59,NRM989921,MUL596564,643.41,e-transfer,Germany,online,normal
TXS65INXGR8H,2024-08-18 18:10:49,RNG824034,RNG824035,65139.98,wire,UK,online,fraud_ring
TXZ1WMJZEFZL,2024-08-18 18:51:21,NRM604740,NRM455784,1659.05,wire,South Africa,online,normal
TX4HNV9LKWLZ,2024-08-18 18:56:38,NRM376183,NRM570405,189.66,cash,UAE,online,normal
TX59WRNPZWJU,2024-08-18 19:00:58,NRM161483,HRK742412,1723.84,crypto,Japan,branch,normal
TXY30YSXPNNG,2024-08-18 19:04:45,NRM857168,NRM428914,946.96,e-transfer,UK,branch,normal
TXJ97I0RWB9A,2024-08-18 19:20:34,RNG824004,RNG824005,28485.18,ACH,UK,online,fraud_ring
TXM13QVBNK0S,2024-08-18 19:28:00,NRM812526,NRM313487,2216.29,e-transfer,Switzerland,online,normal
TXTBTOBA84IY,2024-08-18 20:04:31,NRM593554,NRM459536,4698.88,cash,China,online,normal
TX398YZKVSJA,2024-08-18 20:17:45,RNG824045,RNG824046,94422.17,wire,USA,online,fraud_ring
TX2HK1UITONS,2024-08-18 20:57:44,HRK883826,MUL665621,15417.16,e-transfer,Russia,online,mule_in
TXHTJXDCMLKP,2024-08-18 21:04:17,MUL888539,NRM226882,14798.65,wire,Russia,online,mule_out
TXSCXCNC4951,2024-08-18 21:13:07,NRM301158,NRM632496,1154.83,ACH,Germany,online,normal
TXXPK05YA4Y3,2024-08-18 21:22:11,NRM122056,NRM156802,262.5,ACH,Nigeria,mobile,normal
TX6CEVPOUI0O,2024-08-18 21:30:19,NRM544151,NRM161324,1102.58,wire,USA,mobile,normal
TX8D4KLIE3T2,2024-08-18 21:35:38,NRM161324,NRM349565,427.71,wire,Canada,mobile,normal
TXBJS4T1JWXI,2024-08-18 21:37:17,NRM781446,RNG824046,1396.55,ACH,UAE,mobile,normal
TXHEIP69BQGI,2024-08-18 21:38:42,NRM163556,NRM299448,162.98,wire,Germany,mobile,normal
TXMIWLFJ4ZDN,2024-08-18 22:37:19,NRM358175,NRM596171,1154.86,cash,Germany,online,normal
TXCE4HAECP3G,2024-08-18 22:43:11,NRM153045,NRM313487,173.44,e-transfer,Switzerland,mobile,normal
TXC5MWBWACJ2,2024-08-18 22:53:55,NRM360222,NRM755674,348.42,wire,UK,online,normal
TXKIU6BXHNZT,2024-08-18 23:20:37,HRK827659,NRM500156,967.56,e-transfer,UK,online,normal
TXZENK5Z3GM5,2024-08-18 23:28:02,NRM923927,NRM984642,65.43,e-transfer,UK,online,normal
TX6FXG3UQU6F,2024-08-19 00:01:04,NRM526117,NRM373903,189.56,e-transfer,USA,mobile,normal
TXDYZLBP8EGX,2024-08-19 00:28:00,HRK660069,NRM763686,1170.39,wire,UK,mobile,normal
TXAB13T4Y0TB,2024-08-19 00:31:48,NRM916449,NRM678856,1058.56,cash,Japan,online,normal
TXVR79YT1S4J,2024-08-19 01:18:28,NRM431535,HRK840734,847.36,ACH,Japan,online,normal
TXJO0K19V96O,2024-08-19 01:27:17,NRM351083,NRM791798,255.18,check,USA,online,normal
TXV0V1WVB0O2,2024-08-19 01:33:29,HRK998348,NRM813536,1434.34,wire,UK,online,normal
TXQ4WSIUH377,2024-08-19 01:57:25,RNG824043,RNG824044,65560.92,ACH,UK,online,fraud_ring
TXOU1FCAJ1KD,2024-08-19 01:57:49,HRK539375,NRM262060,850.33,wire,Russia,mobile,normal
TXEEVDESIS69,2024-08-19 02:01:32,NRM662336,NRM899550,1352.95,wire,UK,mobile,normal
TX6H282EPCG6,2024-08-19 03:17:25,HRK258157,NRM884475,5837.82,wire,South Africa,third-party,normal
TXFO49NSEMOG,2024-08-19 03:29:06,MUL781725,NRM233470,11771.63,crypto,Panama,online,mule_out
TXHK1QDU2EB0,2024-08-19 04:04:54,NRM300896,HRK128276,765.52,e-transfer,Japan,online,normal
TX8RH3W6D0NO,2024-08-19 04:05:40,RNG824006,MUL335113,14909.58,wire,Brazil,online,mule_in
TXQVJQS4CPTR,2024-08-19 04:46:27,NRM789305,HRK879779,1102.19,ACH,USA,online,normal
TX12CD4YSD6S,2024-08-19 04:49:00,NRM749468,NRM391476,280.21,cash,Switzerland,online,normal
TXZUYH97Y8PZ,2024-08-19 04:49:41,NRM539898,HRK732556,6269.12,e-transfer,Canada,mobile,normal
TXV17TZ63RRP,2024-08-19 05:39:02,NRM704596,MUL126925,1010.86,cash,Australia,online,normal
TXHONBPQGA6X,2024-08-19 05:56:23,NRM497562,NRM563246,87.97,check,Canada,online,normal
TXIUTZDKF1EO,2024-08-19 06:39:51,NRM480612,NRM580547,264.63,ACH,Germany,mobile,normal
TXJPMGS0OS2Z,2024-08-19 06:45:26,RNG824018,RNG824019,143653.14,wire,UK,online,fraud_ring
TXBHFW7YT14P,2024-08-19 06:46:52,NRM333238,NRM161483,201.52,e-transfer,Brazil,ATM,normal
TX5SSUMH0ZNS,2024-08-19 06:49:43,NRM476417,HRK501641,41.02,e-transfer,UK,branch,normal
TX0Q4DVDL84X,2024-08-19 07:03:01,HRK998348,NRM796101,104797.86,wire,South Africa,online,layering
TXJ0TJ1ZHZR9,2024-08-19 07:12:28,NRM358607,NRM262060,2392.11,wire,Australia,branch,normal
TXBXMHTTB103,2024-08-19 07:19:57,NRM174870,MUL919182,3232.7,wire,Mexico,online,mule_in
TX4KWW4HN86V,2024-08-19 07:46:39,NRM814825,NRM324643,11217.72,ACH,USA,online,normal
TXV2ANN35ZLQ,2024-08-19 07:55:57,NRM812526,NRM373903,518.39,e-transfer,Australia,third-party,normal
TXDQXM4CDVPP,2024-08-19 08:03:46,NRM420015,HRK664365,734.11,wire,Nigeria,mobile,normal
TXUH0SVHHBXC,2024-08-19 08:08:52,HRK870319,NRM905635,94.72,e-transfer,Singapore,mobile,normal
TXQDHCLJ4F4S,2024-08-19 08:13:31,NRM198246,NRM969634,28.77,e-transfer,Germany,mobile,normal
TXYW9ODLJY81,2024-08-19 09:19:57,MUL919182,NRM100425,2783.43,wire,Cayman Islands,online,mule_out
TX5WSEVI9V9J,2024-08-19 09:21:18,NRM570405,MUL515922,5029.48,wire,Canada,online,normal
TXZQNEGJ5QC0,2024-08-19 10:05:02,NRM213346,NRM665492,117.85,cash,Germany,ATM,normal
TXMM9L3Z36DC,2024-08-19 10:06:35,NRM974224,NRM331148,41576.12,e-transfer,UK,branch,normal
TXP3O0M6ZXOY,2024-08-19 10:20:44,HRK266889,NRM946305,6857.11,e-transfer,Germany,mobile,normal
TXN7AHXK5DK6,2024-08-19 11:03:01,NRM446479,HRK587115,100605.95,wire,Australia,online,layering
TXAR99V9Z81A,2024-08-19 11:15:41,HRK571932,MUL132537,283.45,cash,Panama,third-party,normal
TXLF43YWLPTP,2024-08-19 11:26:38,HRK954596,NRM262316,30.25,cash,Mexico,ATM,normal
TXBMJE9HH5GY,2024-08-19 11:43:32,NRM377746,NRM989208,1125.43,e-transfer,Australia,online,normal
TX1RHJ8D2WJ4,2024-08-19 12:03:01,NRM796101,NRM446479,102701.9,wire,UAE,online,layering
TX18LEU6ZU1T,2024-08-19 12:06:18,NRM197251,NRM487151,125.83,wire,Japan,online,normal
TX1C9IBC5OIF,2024-08-19 12:39:58,NRM125611,NRM748564,756.52,e-transfer,Germany,mobile,normal
TXBS64C64J5W,2024-08-19 12:50:13,RNG824042,RNG824043,136363.89,wire,Cayman Islands,online,fraud_ring
TXCC7Y1WNGXA,2024-08-19 12:57:33,NRM632342,NRM575763,1041.94,ACH,Germany,mobile,normal
TXBQ4UPBMIAR,2024-08-19 13:03:01,HRK587115,NRM322955,98509.99,wire,South Africa,online,layering
TXKW5E11DXKU,2024-08-19 13:29:16,NRM172574,NRM749342,456.92,wire,UK,ATM,normal
TX47MVSE1QCK,2024-08-19 13:29:33,NRM488162,NRM575763,1113.42,e-transfer,Germany,online,normal
TX6HF8P7QUR5,2024-08-19 13:45:04,NRM867460,NRM924629,65.98,cash,Switzerland,mobile,normal
TXT076G5G79O,2024-08-19 13:53:19,NRM976638,HRK936912,249.16,wire,South Africa,mobile,normal
TX2V014JPONZ,2024-08-19 14:01:00,NRM749468,NRM340174,340.66,e-transfer,Mexico,mobile,normal
TX7FW0C20X45,2024-08-19 14:24:54,NRM196781,NRM269396,5407.86,wire,Brazil,branch,normal
TX8E6GLKJ1ZG,2024-08-19 14:27:50,NRM373903,NRM640490,730.29,check,USA,online,normal
TX5FY4GOY95U,2024-08-19 14:48:28,MUL497519,MUL426147,3493.35,e-transfer,Nigeria,online,mule_in
TXWS7MLXQQRO,2024-08-19 16:49:03,MUL359295,NRM397571,51462.96,wire,USA,online,layering
TXVL7XTR3GAE,2024-08-19 16:57:12,NRM487477,RNG824049,1004.86,wire,USA,mobile,normal
TX50B74E5X2V,2024-08-19 17:06:15,RNG824016,RNG824017,141411.75,ACH,USA,online,fraud_ring
TX063XFJC2Y1,2024-08-19 17:49:03,NRM397571,NRM414910,50433.7,wire,Cayman Islands,online,layering
TXAWUBMQF4E2,2024-08-19 17:57:14,HRK399607,MUL593152,12418.6,wire,UK,mobile,normal
TXUB7HTWD0H6,2024-08-19 18:15:51,NRM385577,NRM335612,13289.79,e-transfer,UK,online,normal
TXA36U4S2I08,2024-08-19 18:31:41,RNG824026,RNG824027,75269.96,ACH,USA,online,fraud_ring
TXGOI9E7KFEB,2024-08-19 18:35:29,NRM361650,NRM899550,1752.52,ACH,China,online,normal
TXCPM5UYV6JE,2024-08-19 18:48:28,MUL426147,RNG824002,2978.0,wire,Panama,online,mule_out
TX83F146KOQN,2024-08-19 18:48:32,NRM854717,NRM839945,528.46,cash,UK,online,normal
TXJOVDMMIT7K,2024-08-19 19:20:02,HRK266889,NRM230889,1688.35,cash,Japan,ATM,normal
TXHIGD6BOF4K,2024-08-19 19:22:36,NRM350280,NRM346629,18012.64,wire,Switzerland,online,normal
TXGXMD7QCQ3Z,2024-08-19 19:54:51,NRM813328,NRM346277,1566.04,e-transfer,Canada,online,normal
TX7VY0YUR20C,2024-08-19 19:57:44,MUL665621,NRM988662,14293.83,crypto,Nigeria,online,mule_out
TXRBNY0QEH72,2024-08-19 20:10:56,HRK303880,NRM551989,1607.52,ACH,Mexico,mobile,normal
TXRUIXBH3HSO,2024-08-19 20:51:35,HRK752483,NRM108203,517.14,e-transfer,UAE,ATM,normal
TXV8PHD8XC2W,2024-08-19 21:05:45,NRM900581,NRM335612,1306.32,wire,Canada,third-party,normal
TXEG9QOJQS5E,2024-08-19 21:11:20,NRM112038,NRM207175,333.38,check,Switzerland,online,normal
TXT9B0LQCJNI,2024-08-19 21:16:11,NRM269430,HRK829716,533.48,check,Germany,online,normal
TXXLOZ2RCU8K,2024-08-19 21:17:19,NRM323508,NRM771088,1302.98,e-transfer,Cayman Islands,ATM,normal
TX38GQDL8TMZ,2024-08-19 22:14:03,RNG824003,RNG824004,32332.17,ACH,USA,online,fraud_ring
TXOJVB9GUVCA,2024-08-19 22:49:03,NRM414910,NRM299312,49404.44,wire,Canada,online,layering
TXA9T0Z6M9ZM,2024-08-19 23:11:25,NRM179046,NRM503906,2726.28,wire,UK,branch,normal
TXE576MOUZE6,2024-08-20 00:39:39,NRM188914,NRM581141,1388.76,check,Germany,branch,normal
TXQEGCC9PYEF,2024-08-20 00:40:50,NRM487477,MUL335113,2590.14,ACH,India,mobile,normal
TXBJKBHQC711,2024-08-20 00:49:21,HRK724377,HRK432711,902.05,cash,Japan,online,normal
TX463NA7HN98,2024-08-20 01:01:57,NRM636265,NRM455784,9287.5,cash,UK,ATM,normal
TXK9L1BSL7PL,2024-08-20 01:20:10,NRM751332,NRM808446,1932.86,e-transfer,USA,ATM,normal
TXST218AZ9OK,2024-08-20 01:39:30,NRM728038,NRM398830,2330.29,cash,South Africa,branch,normal
TXEMK1WUA12T,2024-08-20 01:39:48,NRM994141,NRM220116,203.27,e-transfer,USA,mobile,normal
TX964EEA0MCA,2024-08-20 01:49:03,NRM299312,HRK821024,48375.18,wire,UK,online,layering
TXG3ODEV6MO1,2024-08-20 01:52:33,NRM749468,NRM182582,540.53,wire,UK,third-party,normal
TX2Y2J3YYDHR,2024-08-20 02:36:38,NRM497562,NRM363626,9167.43,e-transfer,USA,mobile,normal
TXQ91UI7ZFXO,2024-08-20 03:05:40,MUL335113,NRM143860,14534.54,crypto,Panama,online,mule_out
TXVYTKQPUS6D,2024-08-20 03:27:47,RNG824025,RNG824026,127531.36,ACH,UK,online,fraud_ring
TXYMWPFCNCAU,2024-08-20 03:35:46,NRM106814,NRM270555,236.75,wire,France,mobile,normal
TXJMY94ZGGX6,2024-08-20 05:16:17,NRM704201,NRM377932,866.62,check,Canada,mobile,normal
TX93WD6OCSVS,2024-08-20 05:30:20,NRM159942,NRM330283,647.38,wire,Singapore,ATM,normal
TXDQ3KPS5FUH,2024-08-20 05:35:25,NRM373432,NRM577110,175818.58,wire,Cayman Islands,online,layering
TXA51KKQWQFS,2024-08-20 05:43:59,NRM272634,MUL833442,2188.56,wire,UK,mobile,normal
TX783TPNZA1W,2024-08-20 05:47:22,NRM201414,NRM520651,192553.61,wire,India,online,layering
TXLZZ1WRAA77,2024-08-20 05:53:46,NRM570405,NRM221035,13286.63,wire,India,online,normal
TXN5D66SLS3M,2024-08-20 06:08:40,MUL919182,NRM108203,77259.02,wire,China,online,layering
TXG2JPAO5D08,2024-08-20 06:24:02,NRM331148,NRM634150,3467.75,ACH,France,ATM,normal
TXFKI1IJE2XE,2024-08-20 06:30:38,NRM708158,NRM299122,3240.76,ACH,China,online,normal
TXA351B49GK4,2024-08-20 06:31:53,NRM482364,NRM835392,2575.01,e-transfer,Canada,online,normal
TX3AR3KAL939,2024-08-20 06:37:38,NRM858490,NRM814825,170151.61,wire,India,online,layering
TX4A2IUNPKSN,2024-08-20 07:09:05,RNG824012,RNG824013,42353.33,ACH,Canada,online,fraud_ring
TX198V5SWWK1,2024-08-20 07:47:22,NRM520651,NRM352572,188702.54,wire,Singapore,online,layering
TXWQPXT2FKEA,2024-08-20 08:35:25,MUL328552,NRM595631,165269.47,wire,Singapore,online,layering
TXPOHSMOU98S,2024-08-20 08:35:25,NRM577110,NRM678856,172302.21,wire,UK,online,layering
TXTUI8PN4NEO,2024-08-20 08:59:00,NRM207786,NRM172933,164836.73,wire,UAE,online,layering
TXJ3NBHYGZ3U,2024-08-20 09:08:40,NRM429164,HRK664365,72623.48,wire,China,online,layering
TX64ZZ8L9G4M,2024-08-20 09:47:22,NRM352572,NRM320861,184851.47,wire,Japan,online,layering
TXEQ9SS5CFKV,2024-08-20 10:01:14,RNG824011,MUL185884,3572.95,wire,UK,online,mule_in
TXRN7UQI62K3,2024-08-20 10:35:20,NRM266931,MUL271720,469.29,e-transfer,USA,online,normal
TXQ004SVZMNF,2024-08-20 11:08:40,NRM108203,NRM777568,75713.84,wire,Russia,online,layering
TXB1FI2DU8QK,2024-08-20 11:37:38,NRM814825,MUL515922,166748.58,wire,Canada,online,layering
TXX9WKSGVTG2,2024-08-20 11:59:00,NRM148050,MUL497519,154946.53,wire,Germany,online,layering
TXLLDOFLD3CB,2024-08-20 12:01:14,MUL185884,HRK980660,3380.79,wire,Nigeria,online,mule_out
TXS5BM0K5ZXX,2024-08-20 12:16:27,NRM254511,NRM460663,1909.46,ACH,Cayman Islands,branch,normal
TXEJKEIYD18O,2024-08-20 12:37:38,MUL515922,HRK578634,163345.55,wire,Mexico,online,layering
TXKJE6AA2TBA,2024-08-20 12:40:39,NRM731262,NRM335552,216.72,e-transfer,Canada,ATM,normal
TXFPYUXVC9HI,2024-08-20 12:59:00,NRM377312,NRM148050,158243.26,wire,Panama,online,layering
TXUCU5VNFUSX,2024-08-20 13:08:50,RNG824022,RNG824023,73724.17,wire,Cayman Islands,online,fraud_ring
TXS832EJX5TD,2024-08-20 13:48:23,NRM761759,NRM352572,256.05,wire,UK,mobile,normal
TX1W1OZC243W,2024-08-20 13:59:00,NRM172933,NRM377312,161540.0,wire,China,online,layering
TXX9FXUMG2NO,2024-08-20 14:00:25,HRK732556,NRM772642,232.4,cash,Switzerland,online,normal
TXTCKYDUG3T1,2024-08-20 14:56:06,NRM172574,NRM363319,837.25,wire,UK,ATM,normal
TXC1DVHMAV7O,2024-08-20 15:24:58,HRK148458,MUL154615,11215.0,wire,Panama,online,mule_in
TX8V7TNWE4GN,2024-08-20 15:28:19,HRK643118,NRM609231,1611.08,check,Japan,mobile,normal
TX1WY5HXF3ON,2024-08-20 15:35:25,NRM678856,MUL328552,168785.84,wire,India,online,layering
TX7AQ1C0W6DD,2024-08-20 16:01:19,NRM220116,NRM377370,1087.51,ACH,China,branch,normal
TX5AM0KHCUMT,2024-08-20 16:08:23,HRK211764,NRM137778,1319.08,e-transfer,USA,online,normal
TXYZ1YNOBIJ6,2024-08-20 16:08:40,NRM777568,NRM429164,74168.66,wire,South Africa,online,layering
TXGHNESB06XL,2024-08-20 16:35:20,HRK184491,NRM255287,23168.5,check,Mexico,mobile,normal
TXUUPJ53AZ03,2024-08-20 16:36:49,NRM214576,NRM842225,6318.08,ACH,USA,branch,normal
TXZS983ML983,2024-08-20 17:23:58,NRM246316,MUL735324,3793.37,wire,Nigeria,online,mule_in
TXPPCO5LRLFG,2024-08-20 17:29:52,HRK907189,NRM302511,526.61,cash,Singapore,online,normal
TXY4131VGRPI,2024-08-20 17:47:36,NRM581141,NRM391476,1978.93,wire,UK,mobile,normal
TXQD8LZFVMYU,2024-08-20 17:52:05,NRM543143,NRM431737,3883.13,ACH,South Africa,mobile,normal
TXTNAWVDZV19,2024-08-20 17:59:08,HRK331251,NRM660086,2381.01,wire,Germany,online,normal
TX6C7JC07I1H,2024-08-20 18:03:32,NRM378361,NRM803204,137187.04,cash,Singapore,branch,normal
TXGOUR5EPKEK,2024-08-20 18:17:16,RNG824033,RNG824034,133208.06,ACH,USA,online,fraud_ring
TXL5NZRV4A3M,2024-08-20 18:55:55,NRM821590,NRM665579,187.54,wire,USA,online,normal
TXYPL1OUC89H,2024-08-20 19:48:51,HRK501641,NRM292401,1927.44,e-transfer,Germany,ATM,normal
TXT27JLLZ90Z,2024-08-20 20:51:07,NRM282480,NRM392004,4417.53,ACH,Canada,online,normal
TX3OCYAPWOOP,2024-08-20 21:03:45,NRM202664,MUL773971,10533.9,wire,Panama,online,mule_in
TXIKMAZ0WY5E,2024-08-20 21:04:45,NRM391476,NRM831076,218.4,e-transfer,Germany,mobile,normal
TXQ4B5ENTN35,2024-08-20 21:16:21,NRM671412,NRM766563,3531.86,check,Japan,mobile,normal
TXOCG69MDUQ0,2024-08-20 21:23:34,NRM338651,NRM349565,5242.77,ACH,Germany,ATM,normal
TX292MTR6SNG,2024-08-20 21:42:57,NRM609597,NRM654634,1133.2,check,Australia,branch,normal
TX5RME2TBWYQ,2024-08-20 21:43:53,HRK940346,MUL493537,1954.82,e-transfer,UK,branch,normal
TX923NY402CO,2024-08-20 22:10:27,RNG824021,RNG824022,38321.56,wire,USA,online,fraud_ring
TX9Z9S2LLT6J,2024-08-20 22:37:25,NRM916449,NRM681542,132195.06,wire,Japan,online,layering
TX0FQ690L5JC,2024-08-20 22:41:47,NRM182582,NRM430776,2877.63,ACH,Canada,mobile,normal
TXL6B4G5JS81,2024-08-20 23:41:02,HRK812131,NRM609231,315.7,e-transfer,China,mobile,normal
TX9BP12UJ3A3,2024-08-20 23:57:28,HRK891937,HRK609232,774.08,wire,Australia,mobile,normal
TXH73R21L794,2024-08-21 00:32:53,NRM749342,NRM171262,147.3,ACH,India,online,normal
TXJSSZWD0W9R,2024-08-21 00:48:12,NRM688637,NRM127824,244.74,crypto,Canada,mobile,normal
TXRCQ1M0CU2T,2024-08-21 01:31:29,HRK387936,MUL128418,94.14,ACH,UK,online,normal
TX94HM7MOSLU,2024-08-21 01:37:25,NRM681542,HRK666390,129551.16,wire,France,online,layering
TXRX2QMRLWPO,2024-08-21 02:02:28,NRM233636,NRM717889,22.57,ACH,Brazil,third-party,normal
TXT49DPMHG07,2024-08-21 02:13:40,NRM418635,HRK106182,4760.57,wire,Switzerland,branch,normal
TX3F407717PZ,2024-08-21 02:20:51,RNG824037,RNG824038,47259.96,ACH,Cayman Islands,online,fraud_ring
TXTH19KHQLKJ,2024-08-21 02:47:07,NRM145561,NRM413921,53.15,e-transfer,China,mobile,normal
TXNG4TFUWP18,2024-08-21 03:36:50,NRM374680,HRK674485,529.57,wire,South Africa,online,normal
TX9XK2J2R24G,2024-08-21 03:39:54,NRM865388,RNG824027,7577.53,wire,UK,online,normal
TXJC1CUX0EA6,2024-08-21 04:08:24,NRM630458,MUL275939,13920.1,e-transfer,Switzerland,online,mule_in
TXI5AFQONY8M,2024-08-21 04:42:19,HRK879779,NRM543143,14872.54,check,Singapore,online,normal
TXRYWYMCS3Y4,2024-08-21 05:29:40,NRM323508,NRM106814,46.95,e-transfer,UAE,ATM,normal
TXQHKM0KJ5GI,2024-08-21 05:30:30,NRM343962,NRM881177,151.41,cash,France,ATM,normal
TX55X8NOH4TV,2024-08-21 05:34:52,HRK355836,NRM802448,24.76,wire,Russia,mobile,normal
TXS5ZYEOUIBF,2024-08-21 05:50:29,NRM820892,NRM596171,156.7,check,France,online,normal
TXA98I15WK5U,2024-08-21 06:36:02,HRK535970,HRK233827,784.54,check,Germany,mobile,normal
TXA7KX7MR9VQ,2024-08-21 06:56:32,NRM543692,RNG824044,1682.81,wire,UK,third-party,normal
TXR5I1SOK4KJ,2024-08-21 07:17:11,NRM256294,NRM378082,497.35,check,Singapore,ATM,normal
TXHXD4I17K7S,2024-08-21 07:18:54,NRM969693,NRM230889,88.01,wire,India,mobile,normal
TX26E99744BI,2024-08-21 08:04:54,NRM548462,STR729577,2607.52,wire,Canada,online,normal
TX65MWXESI8J,2024-08-21 08:37:25,HRK666390,HRK452161,126907.26,wire,Singapore,online,layering
TXBIZ45UTK26,2024-08-21 08:45:26,NRM413921,RNG824031,1289.4,e-transfer,UAE,third-party,normal
TX49WJ3G3QU9,2024-08-21 08:56:27,NRM146542,HRK812131,5710.11,e-transfer,UK,ATM,normal
TXKZH02Z38VF,2024-08-21 09:01:51,NRM956795,MUL271720,7124.8,ACH,UK,online,normal
TXEIT9ZFKLE3,2024-08-21 09:03:45,MUL773971,HRK891937,9376.25,wire,Russia,online,mule_out
TXY44091ZH1K,2024-08-21 09:20:48,NRM270395,NRM482364,53993.44,crypto,USA,branch,normal
TX9ZDIFPAFP4,2024-08-21 09:23:58,MUL735324,NRM923927,3573.19,crypto,USA,online,mule_out
TXJT3BR4F2ZD,2024-08-21 09:30:45,NRM708792,NRM850981,1756.19,e-transfer,Australia,branch,normal
TXQ4RKP3WUDE,2024-08-21 09:49:40,NRM573417,RNG824000,123.12,wire,Canada,mobile,normal
TXHUOFH0CFWI,2024-08-21 10:24:58,MUL154615,HRK578634,10870.22,wire,USA,online,mule_out
TXVORI52X1WH,2024-08-21 10:44:33,HRK432711,HRK609232,3532.93,ACH,Germany,branch,normal
TXM9BJUDL3AF,2024-08-21 11:07:04,NRM563638,HRK940346,10.48,cash,USA,mobile,normal
TXSF5KSXZ5ER,2024-08-21 11:15:38,NRM665579,NRM459536,1078.18,e-transfer,Germany,ATM,normal
TXX0IMPMB8MO,2024-08-21 11:28:12,NRM585100,NRM262998,2437.99,e-transfer,Canada,mobile,normal
TXE0Q5ZJAUCY,2024-08-21 11:38:28,NRM564656,NRM881177,1030.12,e-transfer,USA,mobile,normal
TX48W1QASOYF,2024-08-21 11:52:43,RNG824006,RNG824007,149410.73,ACH,Cayman Islands,online,fraud_ring
TXTGH37BJH4H,2024-08-21 12:08:24,MUL275939,HRK557007,12230.84,crypto,Cayman Islands,online,mule_out
TXFYRS8CFMZ9,2024-08-21 12:24:38,NRM627276,NRM704201,127699.18,wire,UK,online,layering
